time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource                                                                                                   
2009-03-24T20:58:39.160Z,33.3185,-115.6986667,5.201,0.7,mh,6,182,0.04468,0.04,ci,ci10111042,2016-03-08T18:05:14.244Z,"5km SE of Bombay Beach, CA",earthquake,0.81,0.97,,0,reviewed,ci,ci                                                                          
2009-03-24T20:57:18.980Z,33.3315,-115.7068333,6.373,1.28,ml,20,69,0.03054,0.22,ci,ci14434160,2016-03-09T08:52:51.755Z,"3km SE of Bombay Beach, CA",earthquake,0.48,1.08,0.148,23,reviewed,ci,ci                                                                   
2009-03-24T20:14:46.800Z,33.2996667,-115.7156667,3.965,1.45,ml,22,39,0.05482,0.21,ci,ci14434144,2016-03-09T17:06:20.755Z,"6km SSE of Bombay Beach, CA",earthquake,0.42,0.63,0.154,19,reviewed,ci,ci                                                               
2009-03-24T20:13:18.310Z,33.3203333,-115.706,8.571,1.09,ml,11,84,0.03946,0.13,ci,ci10110962,2016-03-09T13:22:15.260Z,"4km SE of Bombay Beach, CA",earthquake,0.64,1.47,0.219,5,reviewed,ci,ci                                                                     
2009-03-24T20:11:26.140Z,33.308,-115.712,5.753,1.67,ml,35,45,0.04793,0.23,ci,ci14434128,2016-03-09T04:34:50.002Z,"5km SSE of Bombay Beach, CA",earthquake,0.35,1.56,0.138,61,reviewed,ci,ci                                                                       
2009-03-24T19:34:50.140Z,33.304,-115.7143333,4.773,1.63,ml,31,57,0.05101,0.24,ci,ci14434120,2016-03-08T22:55:31.197Z,"5km SSE of Bombay Beach, CA",earthquake,0.45,0.59,0.127,57,reviewed,ci,ci                                                                   
2009-03-24T19:34:41.620Z,33.3055,-115.71,4.843,1.27,ml,18,55,0.05087,0.22,ci,ci10110882,2016-03-09T11:39:28.843Z,"5km SSE of Bombay Beach, CA",earthquake,0.83,1.16,0.101,5,reviewed,ci,ci                                                                        
2009-03-24T19:31:19.620Z,33.3025,-115.7216667,4.563,2.17,ml,51,35,0.05092,0.23,ci,ci14434104,2016-03-09T15:11:45.879Z,"5km SSE of Bombay Beach, CA",earthquake,0.28,0.5,0.125,96,reviewed,ci,ci                                                                   
2009-03-24T19:23:12.650Z,33.3233333,-115.7345,6.193,0.4,mh,5,222,0.02923,0.11,ci,ci10110970,2016-03-08T21:27:32.348Z,"3km S of Bombay Beach, CA",earthquake,2.08,3.76,,0,reviewed,ci,ci                                                                           
2009-03-24T19:22:49.410Z,33.3221667,-115.7358333,7.163,0.6,mh,6,225,0.03045,0.12,ci,ci14434096,2016-03-08T22:55:29.680Z,"3km S of Bombay Beach, CA",earthquake,1.22,3.1,,0,reviewed,ci,ci                                                                         
2009-03-24T19:22:45.710Z,33.33,-115.7375,7.733,0.5,mh,7,164,0.02284,0.08,ci,ci10110966,2016-03-08T18:05:11.556Z,"2km S of Bombay Beach, CA",earthquake,0.71,1.62,,0,reviewed,ci,ci                                                                                
2009-03-24T19:21:02.110Z,33.3023333,-115.7178333,4.111,1.65,ml,30,53,0.06293,0.23,ci,ci14434088,2016-03-08T21:27:31.102Z,"6km SSE of Bombay Beach, CA",earthquake,0.34,0.69,0.182,58,reviewed,ci,ci                                                               
2009-03-24T19:17:22.980Z,33.3013333,-115.7265,6.443,1.56,ml,11,94,0.05146,0.15,ci,ci14434080,2016-03-09T00:20:54.697Z,"5km S of Bombay Beach, CA",earthquake,0.55,1.68,0.314,6,reviewed,ci,ci                                                                     
2009-03-24T19:14:58.050Z,33.3031667,-115.6955,4.173,1.22,ml,11,121,0.05858,0.23,ci,ci14434072,2016-03-09T17:06:18.936Z,"6km SE of Bombay Beach, CA",earthquake,0.62,0.91,0.136,26,reviewed,ci,ci                                                                  
2009-03-24T19:09:32.540Z,33.3225,-115.7155,8.378,0.6,mh,9,117,0.03351,0.16,ci,ci14434064,2016-03-09T06:00:09.627Z,"4km SSE of Bombay Beach, CA",earthquake,0.65,1.93,,0,reviewed,ci,ci                                                                            
